OTU1_clean,OTU2_clean,weight
1CMET2-PWY,PWY-6121,0.8900524157297777
1CMET2-PWY,PWY-6700,0.889925060932903
1CMET2-PWY,PWY-6892,-0.4904194003269831
1CMET2-PWY,PWY-7282,-0.4700299073112063
ANAEROFRUCAT-PWY,PWY-1042,-0.46427487126848077
ANAEROFRUCAT-PWY,PWY-7111,-0.2870052259160915
ANAEROFRUCAT-PWY,PWY-7199,0.8998600706230498
ANAEROFRUCAT-PWY,PWY-841,0.89671926894936
ANAEROFRUCAT-PWY,THISYNARA-PWY,0.8988462726604152
ANAGLYCOLYSIS-PWY,BRANCHED-CHAIN-AA-SYN-PWY,0.8944716153014425
ANAGLYCOLYSIS-PWY,PWY-3841,0.9048088488924413
ANAGLYCOLYSIS-PWY,PWY-6387,0.9051094917035835
ANAGLYCOLYSIS-PWY,PWY-6892,-0.6342104121450086
ANAGLYCOLYSIS-PWY,PWY-7282,-0.6181000948589438
ARGININE-SYN4-PWY,PWY-1042,-0.7485033500364262
ARGININE-SYN4-PWY,PWY-6897,0.9043799803888545
ARGININE-SYN4-PWY,PWY66-422,0.8993888417107364
ARGININE-SYN4-PWY,VALSYN-PWY,-0.6423095250817712
ARGSYN-PWY,ARGSYNBSUB-PWY,0.8905247405945428
ARGSYN-PWY,ILEUSYN-PWY,-0.029030045063091238
ARGSYN-PWY,PWY-1042,-0.23217363512295092
ARGSYN-PWY,PWY-6168,0.8968241797893408
ARGSYN-PWY,PWY-7400,0.9044909521606253
ARGSYN-PWY,PWY-7663,0.8871529547097599
ARGSYNBSUB-PWY,ILEUSYN-PWY,-0.10420300916957106
ARGSYNBSUB-PWY,PWY-1042,-0.3022828832950432
ARGSYNBSUB-PWY,PWY-7663,0.902203566050518
ARO-PWY,COMPLETE-ARO-PWY,0.9032009472465993
ARO-PWY,PWY-6151,0.8969418690063203
ARO-PWY,PWY-6892,-0.13678832439036362
ARO-PWY,PWY-7282,-0.11069205996265298
ASPASN-PWY,GLYCOLYSIS,0.9023414828619588
ASPASN-PWY,PWY-1042,-0.8033970539024331
ASPASN-PWY,TRPSYN-PWY,0.899977599118045
ASPASN-PWY,VALSYN-PWY,-0.7166254517383889
BRANCHED-CHAIN-AA-SYN-PWY,DTDPRHAMSYN-PWY,0.8794046946341874
BRANCHED-CHAIN-AA-SYN-PWY,PWY-6892,-0.6665843176215596
BRANCHED-CHAIN-AA-SYN-PWY,PWY-7221,0.8973074671582686
BRANCHED-CHAIN-AA-SYN-PWY,PWY-7282,-0.6515958519386323
CALVIN-PWY,COA-PWY,0.8999738105323867
CALVIN-PWY,PWY-3001,0.9024474676563423
CALVIN-PWY,PWY-4242,0.9038264081206739
CALVIN-PWY,PWY-6892,-0.25516346662481526
CALVIN-PWY,PWY-7282,-0.23022257171659458
COA-PWY,PWY-6892,-0.22888246054789663
COA-PWY,PWY-7229,0.8998776663055149
COA-PWY,PWY-7282,-0.20361990314493025
COA-PWY-1,PWY-6123,0.9043817784577542
COA-PWY-1,PWY-6124,0.8967198608335225
COA-PWY-1,PWY-6163,0.8989677403090411
COA-PWY-1,PWY-6892,-0.3890115990041596
COA-PWY-1,PWY-7282,-0.36628977688017295
COMPLETE-ARO-PWY,HISTSYN-PWY,0.8989406980474639
COMPLETE-ARO-PWY,PWY-6892,-0.12630072752964389
COMPLETE-ARO-PWY,PWY-7282,-0.10013838288840045
DENOVOPURINE2-PWY,ILEUSYN-PWY,-0.4297169520196591
DENOVOPURINE2-PWY,PWY-1042,-0.5830010430489365
DENOVOPURINE2-PWY,PWY-5154,0.8835578734538214
DENOVOPURINE2-PWY,THISYN-PWY,0.8892480700271836
