pathway,Taxonomy,gene
GLYCOGENSYNTH-PWY,g__Klebsiella.s__Klebsiella_variicola,UniRef90_U6RGT5
GLYCOGENSYNTH-PWY,g__Klebsiella.s__Klebsiella_variicola,UniRef90_A0A0P0LI08
GLYCOGENSYNTH-PWY,g__Haemophilus.s__Haemophilus_parainfluenzae,
GLYCOGENSYNTH-PWY,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_A0A0K6BS94
GLYCOGENSYNTH-PWY,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_F3PTP2
GLYCOGENSYNTH-PWY,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_U6RGT5
GLYCOGENSYNTH-PWY,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_A0A0P0LI08
GLYCOGENSYNTH-PWY,g__Haemophilus.s__Haemophilus_paraphrohaemolyticus,
GLYCOGENSYNTH-PWY,g__Haemophilus.s__Haemophilus_paraphrohaemolyticus,UniRef90_A0A0K6BS94
GLYCOGENSYNTH-PWY,g__Haemophilus.s__Haemophilus_paraphrohaemolyticus,UniRef90_F3PTP2
GLYCOGENSYNTH-PWY,g__Haemophilus.s__Haemophilus_paraphrohaemolyticus,UniRef90_U6RGT5
GLYCOGENSYNTH-PWY,g__Haemophilus.s__Haemophilus_paraphrohaemolyticus,UniRef90_A0A0P0LI08
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation,,
GLYCOL-GLYOXDEG-PWY,g__Klebsiella.s__Klebsiella_pneumoniae,
GLYCOL-GLYOXDEG-PWY,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_D4V3I0
GLYCOL-GLYOXDEG-PWY,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_C7H6C0
GLYCOL-GLYOXDEG-PWY,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_B3JN50
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate),,
GLYCOLYSIS,unclassified,
GLYCOLYSIS,unclassified,UniRef90_A0A0P0LLB5
GLYCOLYSIS,unclassified,UniRef90_A0A0P0LFD2
GLYCOLYSIS,unclassified,UniRef90_Q8A624
GLYCOLYSIS,unclassified,UniRef90_Q5L9E3
GLYCOLYSIS,unclassified,UniRef90_R7N9N2
GLYCOLYSIS,unclassified,UniRef90_Q8A2E9
GLYCOLYSIS,unclassified,UniRef90_A6L4C6
GLYCOLYSIS,unclassified,UniRef90_A6L7P7
GLYCOLYSIS,unclassified,UniRef90_A6KXL2
GLYCOLYSIS,unclassified,UniRef90_A0A076IRH5
GLYCOLYSIS,unclassified,UniRef90_A6L050
GLYCOLYSIS,unclassified,UniRef90_R5CHH0
GLYCOLYSIS,unclassified,UniRef90_D4V4U7
GLYCOLYSIS,unclassified,UniRef90_Q8A8R2
GLYCOLYSIS,unclassified,UniRef90_A0A2A6ZBQ7
GLYCOLYSIS,unclassified,UniRef90_F3QQZ0
GLYCOLYSIS,unclassified,UniRef90_E5X245
GLYCOLYSIS,unclassified,UniRef90_Q5L923
GLYCOLYSIS,unclassified,UniRef90_R6LH10
GLYCOLYSIS,unclassified,UniRef90_A0A076J0M3
GLYCOLYSIS,unclassified,UniRef90_Q8A8R5
GLYCOLYSIS,unclassified,UniRef90_A6L3M9
GLYCOLYSIS,unclassified,UniRef90_Q5LG64
GLYCOLYSIS,unclassified,UniRef90_A0A0P0LPD3
GLYCOLYSIS,unclassified,UniRef90_A0A076J5B8
GLYCOLYSIS,unclassified,UniRef90_C7H9L4
GLYCOLYSIS,unclassified,UniRef90_R5CDC3
GLYCOLYSIS,unclassified,UniRef90_Q8A287
GLYCOLYSIS,unclassified,UniRef90_A0A076J0D7
GLYCOLYSIS,unclassified,UniRef90_A8S8F3
GLYCOLYSIS,unclassified,UniRef90_C4Z0S5
GLYCOLYSIS,g__Bacteroides.s__Bacteroides_fragilis,
GLYCOLYSIS,g__Bacteroides.s__Bacteroides_fragilis,UniRef90_A0A0P0LLB5
GLYCOLYSIS,g__Bacteroides.s__Bacteroides_fragilis,UniRef90_A0A0P0LFD2
GLYCOLYSIS,g__Bacteroides.s__Bacteroides_fragilis,UniRef90_Q8A624
GLYCOLYSIS,g__Bacteroides.s__Bacteroides_fragilis,UniRef90_Q5L9E3
GLYCOLYSIS,g__Bacteroides.s__Bacteroides_fragilis,UniRef90_R7N9N2
GLYCOLYSIS,g__Bacteroides.s__Bacteroides_fragilis,UniRef90_Q8A2E9
GLYCOLYSIS,g__Bacteroides.s__Bacteroides_fragilis,UniRef90_A6L4C6
GLYCOLYSIS,g__Bacteroides.s__Bacteroides_fragilis,UniRef90_A6L7P7
GLYCOLYSIS,g__Bacteroides.s__Bacteroides_fragilis,UniRef90_A6KXL2
GLYCOLYSIS,g__Bacteroides.s__Bacteroides_fragilis,UniRef90_A0A076IRH5
GLYCOLYSIS,g__Bacteroides.s__Bacteroides_fragilis,UniRef90_A6L050
GLYCOLYSIS,g__Bacteroides.s__Bacteroides_fragilis,UniRef90_R5CHH0
GLYCOLYSIS,g__Bacteroides.s__Bacteroides_fragilis,UniRef90_D4V4U7
GLYCOLYSIS,g__Bacteroides.s__Bacteroides_fragilis,UniRef90_Q8A8R2
GLYCOLYSIS,g__Bacteroides.s__Bacteroides_fragilis,UniRef90_A0A2A6ZBQ7
GLYCOLYSIS,g__Bacteroides.s__Bacteroides_fragilis,UniRef90_F3QQZ0
GLYCOLYSIS,g__Bacteroides.s__Bacteroides_fragilis,UniRef90_E5X245
GLYCOLYSIS,g__Bacteroides.s__Bacteroides_fragilis,UniRef90_Q5L923
GLYCOLYSIS,g__Bacteroides.s__Bacteroides_fragilis,UniRef90_R6LH10
GLYCOLYSIS,g__Bacteroides.s__Bacteroides_fragilis,UniRef90_A0A076J0M3
GLYCOLYSIS,g__Bacteroides.s__Bacteroides_fragilis,UniRef90_Q8A8R5
GLYCOLYSIS,g__Bacteroides.s__Bacteroides_fragilis,UniRef90_A6L3M9
GLYCOLYSIS,g__Bacteroides.s__Bacteroides_fragilis,UniRef90_Q5LG64
GLYCOLYSIS,g__Bacteroides.s__Bacteroides_fragilis,UniRef90_A0A0P0LPD3
GLYCOLYSIS,g__Bacteroides.s__Bacteroides_fragilis,UniRef90_A0A076J5B8
GLYCOLYSIS,g__Bacteroides.s__Bacteroides_fragilis,UniRef90_C7H9L4
GLYCOLYSIS,g__Bacteroides.s__Bacteroides_fragilis,UniRef90_R5CDC3
GLYCOLYSIS,g__Bacteroides.s__Bacteroides_fragilis,UniRef90_Q8A287
GLYCOLYSIS,g__Bacteroides.s__Bacteroides_fragilis,UniRef90_A0A076J0D7
GLYCOLYSIS,g__Bacteroides.s__Bacteroides_fragilis,UniRef90_A8S8F3
GLYCOLYSIS,g__Bacteroides.s__Bacteroides_fragilis,UniRef90_C4Z0S5
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_pneumoniae,
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_A0A0P0LLB5
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_A0A0P0LFD2
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_Q8A624
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_Q5L9E3
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_R7N9N2
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_Q8A2E9
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_A6L4C6
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_A6L7P7
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_A6KXL2
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_A0A076IRH5
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_A6L050
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_R5CHH0
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_D4V4U7
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_Q8A8R2
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_A0A2A6ZBQ7
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_F3QQZ0
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_E5X245
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_Q5L923
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_R6LH10
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_A0A076J0M3
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_Q8A8R5
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_A6L3M9
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_Q5LG64
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_A0A0P0LPD3
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_A0A076J5B8
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_C7H9L4
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_R5CDC3
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_Q8A287
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_A0A076J0D7
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_A8S8F3
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_C4Z0S5
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_quasipneumoniae,
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_quasipneumoniae,UniRef90_A0A0P0LLB5
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_quasipneumoniae,UniRef90_A0A0P0LFD2
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_quasipneumoniae,UniRef90_Q8A624
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_quasipneumoniae,UniRef90_Q5L9E3
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_quasipneumoniae,UniRef90_R7N9N2
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_quasipneumoniae,UniRef90_Q8A2E9
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_quasipneumoniae,UniRef90_A6L4C6
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_quasipneumoniae,UniRef90_A6L7P7
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_quasipneumoniae,UniRef90_A6KXL2
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_quasipneumoniae,UniRef90_A0A076IRH5
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_quasipneumoniae,UniRef90_A6L050
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_quasipneumoniae,UniRef90_R5CHH0
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_quasipneumoniae,UniRef90_D4V4U7
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_quasipneumoniae,UniRef90_Q8A8R2
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_quasipneumoniae,UniRef90_A0A2A6ZBQ7
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_quasipneumoniae,UniRef90_F3QQZ0
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_quasipneumoniae,UniRef90_E5X245
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_quasipneumoniae,UniRef90_Q5L923
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_quasipneumoniae,UniRef90_R6LH10
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_quasipneumoniae,UniRef90_A0A076J0M3
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_quasipneumoniae,UniRef90_Q8A8R5
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_quasipneumoniae,UniRef90_A6L3M9
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_quasipneumoniae,UniRef90_Q5LG64
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_quasipneumoniae,UniRef90_A0A0P0LPD3
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_quasipneumoniae,UniRef90_A0A076J5B8
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_quasipneumoniae,UniRef90_C7H9L4
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_quasipneumoniae,UniRef90_R5CDC3
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_quasipneumoniae,UniRef90_Q8A287
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_quasipneumoniae,UniRef90_A0A076J0D7
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_quasipneumoniae,UniRef90_A8S8F3
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_quasipneumoniae,UniRef90_C4Z0S5
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola,
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola,UniRef90_A0A0P0LLB5
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola,UniRef90_A0A0P0LFD2
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola,UniRef90_Q8A624
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola,UniRef90_Q5L9E3
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola,UniRef90_R7N9N2
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola,UniRef90_Q8A2E9
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola,UniRef90_A6L4C6
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola,UniRef90_A6L7P7
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola,UniRef90_A6KXL2
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola,UniRef90_A0A076IRH5
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola,UniRef90_A6L050
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola,UniRef90_R5CHH0
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola,UniRef90_D4V4U7
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola,UniRef90_Q8A8R2
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola,UniRef90_A0A2A6ZBQ7
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola,UniRef90_F3QQZ0
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola,UniRef90_E5X245
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola,UniRef90_Q5L923
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola,UniRef90_R6LH10
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola,UniRef90_A0A076J0M3
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola,UniRef90_Q8A8R5
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola,UniRef90_A6L3M9
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola,UniRef90_Q5LG64
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola,UniRef90_A0A0P0LPD3
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola,UniRef90_A0A076J5B8
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola,UniRef90_C7H9L4
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola,UniRef90_R5CDC3
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola,UniRef90_Q8A287
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola,UniRef90_A0A076J0D7
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola,UniRef90_A8S8F3
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola,UniRef90_C4Z0S5
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola_CAG_634,
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola_CAG_634,UniRef90_A0A0P0LLB5
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola_CAG_634,UniRef90_A0A0P0LFD2
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola_CAG_634,UniRef90_Q8A624
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola_CAG_634,UniRef90_Q5L9E3
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola_CAG_634,UniRef90_R7N9N2
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola_CAG_634,UniRef90_Q8A2E9
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola_CAG_634,UniRef90_A6L4C6
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola_CAG_634,UniRef90_A6L7P7
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola_CAG_634,UniRef90_A6KXL2
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola_CAG_634,UniRef90_A0A076IRH5
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola_CAG_634,UniRef90_A6L050
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola_CAG_634,UniRef90_R5CHH0
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola_CAG_634,UniRef90_D4V4U7
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola_CAG_634,UniRef90_Q8A8R2
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola_CAG_634,UniRef90_A0A2A6ZBQ7
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola_CAG_634,UniRef90_F3QQZ0
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola_CAG_634,UniRef90_E5X245
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola_CAG_634,UniRef90_Q5L923
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola_CAG_634,UniRef90_R6LH10
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola_CAG_634,UniRef90_A0A076J0M3
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola_CAG_634,UniRef90_Q8A8R5
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola_CAG_634,UniRef90_A6L3M9
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola_CAG_634,UniRef90_Q5LG64
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola_CAG_634,UniRef90_A0A0P0LPD3
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola_CAG_634,UniRef90_A0A076J5B8
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola_CAG_634,UniRef90_C7H9L4
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola_CAG_634,UniRef90_R5CDC3
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola_CAG_634,UniRef90_Q8A287
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola_CAG_634,UniRef90_A0A076J0D7
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola_CAG_634,UniRef90_A8S8F3
GLYCOLYSIS,g__Klebsiella.s__Klebsiella_variicola_CAG_634,UniRef90_C4Z0S5
GLYCOLYSIS,g__Haemophilus.s__Haemophilus_parainfluenzae,
GLYCOLYSIS,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_A0A0P0LLB5
GLYCOLYSIS,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_A0A0P0LFD2
GLYCOLYSIS,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_Q8A624
GLYCOLYSIS,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_Q5L9E3
GLYCOLYSIS,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_R7N9N2
GLYCOLYSIS,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_Q8A2E9
GLYCOLYSIS,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_A6L4C6
GLYCOLYSIS,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_A6L7P7
GLYCOLYSIS,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_A6KXL2
GLYCOLYSIS,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_A0A076IRH5
GLYCOLYSIS,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_A6L050
GLYCOLYSIS,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_R5CHH0
GLYCOLYSIS,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_D4V4U7
GLYCOLYSIS,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_Q8A8R2
GLYCOLYSIS,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_A0A2A6ZBQ7
GLYCOLYSIS,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_F3QQZ0
GLYCOLYSIS,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_E5X245
GLYCOLYSIS,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_Q5L923
GLYCOLYSIS,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_R6LH10
GLYCOLYSIS,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_A0A076J0M3
GLYCOLYSIS,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_Q8A8R5
GLYCOLYSIS,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_A6L3M9
GLYCOLYSIS,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_Q5LG64
GLYCOLYSIS,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_A0A0P0LPD3
GLYCOLYSIS,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_A0A076J5B8
GLYCOLYSIS,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_C7H9L4
GLYCOLYSIS,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_R5CDC3
GLYCOLYSIS,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_Q8A287
GLYCOLYSIS,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_A0A076J0D7
GLYCOLYSIS,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_A8S8F3
GLYCOLYSIS,g__Haemophilus.s__Haemophilus_parainfluenzae,UniRef90_C4Z0S5
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff,,
GLYCOLYSIS-E-D,unclassified,
GLYCOLYSIS-E-D,unclassified,UniRef90_A0A0P0LLB5
GLYCOLYSIS-E-D,unclassified,UniRef90_A0A0P0LFD2
GLYCOLYSIS-E-D,unclassified,UniRef90_Q8A624
GLYCOLYSIS-E-D,unclassified,UniRef90_Q5L9E3
GLYCOLYSIS-E-D,unclassified,UniRef90_R7N9N2
GLYCOLYSIS-E-D,unclassified,UniRef90_Q8A2E9
GLYCOLYSIS-E-D,unclassified,UniRef90_A6L4C6
GLYCOLYSIS-E-D,unclassified,UniRef90_A6L7P7
GLYCOLYSIS-E-D,unclassified,UniRef90_A6KXL2
GLYCOLYSIS-E-D,unclassified,UniRef90_A0A076IRH5
GLYCOLYSIS-E-D,unclassified,UniRef90_A6L050
GLYCOLYSIS-E-D,unclassified,UniRef90_R5CHH0
GLYCOLYSIS-E-D,unclassified,UniRef90_D4V4U7
GLYCOLYSIS-E-D,unclassified,UniRef90_Q8A8R2
GLYCOLYSIS-E-D,unclassified,UniRef90_A0A2A6ZBQ7
GLYCOLYSIS-E-D,unclassified,UniRef90_F3QQZ0
GLYCOLYSIS-E-D,unclassified,UniRef90_E5X245
GLYCOLYSIS-E-D,unclassified,UniRef90_Q5L923
GLYCOLYSIS-E-D,unclassified,UniRef90_R6LH10
GLYCOLYSIS-E-D,unclassified,UniRef90_A0A076J0M3
GLYCOLYSIS-E-D,unclassified,UniRef90_Q8A8R5
GLYCOLYSIS-E-D,unclassified,UniRef90_A6L3M9
GLYCOLYSIS-E-D,unclassified,UniRef90_Q5LG64
GLYCOLYSIS-E-D,unclassified,UniRef90_A0A0P0LPD3
GLYCOLYSIS-E-D,unclassified,UniRef90_A0A076J5B8
GLYCOLYSIS-E-D,unclassified,UniRef90_C7H9L4
GLYCOLYSIS-E-D,unclassified,UniRef90_R5CDC3
GLYCOLYSIS-E-D,unclassified,UniRef90_Q8A287
GLYCOLYSIS-E-D,unclassified,UniRef90_A0A076ISC0
GLYCOLYSIS-E-D,unclassified,UniRef90_D1JXT2
GLYCOLYSIS-E-D,unclassified,UniRef90_A0A076J0D7
GLYCOLYSIS-E-D,unclassified,UniRef90_A8S8F3
GLYCOLYSIS-E-D,unclassified,UniRef90_C4Z0S5
GLYCOLYSIS-E-D,g__Klebsiella.s__Klebsiella_pneumoniae,
GLYCOLYSIS-E-D,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_A0A0P0LLB5
GLYCOLYSIS-E-D,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_A0A0P0LFD2
GLYCOLYSIS-E-D,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_Q8A624
GLYCOLYSIS-E-D,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_Q5L9E3
GLYCOLYSIS-E-D,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_R7N9N2
GLYCOLYSIS-E-D,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_Q8A2E9
GLYCOLYSIS-E-D,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_A6L4C6
GLYCOLYSIS-E-D,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_A6L7P7
GLYCOLYSIS-E-D,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_A6KXL2
GLYCOLYSIS-E-D,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_A0A076IRH5
GLYCOLYSIS-E-D,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_A6L050
GLYCOLYSIS-E-D,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_R5CHH0
GLYCOLYSIS-E-D,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_D4V4U7
GLYCOLYSIS-E-D,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_Q8A8R2
GLYCOLYSIS-E-D,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_A0A2A6ZBQ7
GLYCOLYSIS-E-D,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_F3QQZ0
GLYCOLYSIS-E-D,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_E5X245
GLYCOLYSIS-E-D,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_Q5L923
GLYCOLYSIS-E-D,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_R6LH10
GLYCOLYSIS-E-D,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_A0A076J0M3
GLYCOLYSIS-E-D,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_Q8A8R5
GLYCOLYSIS-E-D,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_A6L3M9
GLYCOLYSIS-E-D,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_Q5LG64
GLYCOLYSIS-E-D,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_A0A0P0LPD3
GLYCOLYSIS-E-D,g__Klebsiella.s__Klebsiella_pneumoniae,UniRef90_A0A076J5B8
