OTU1_clean,OTU2_clean,weight
1CMET2-PWY,PWY-3841,0.9018494852296309
1CMET2-PWY,PWY-5154,-0.3855807878313617
1CMET2-PWY,PWY-5941,-0.29114483239647393
1CMET2-PWY,PWY-6125,0.9035517312103292
ANAGLYCOLYSIS-PWY,PWY-5154,-0.5083908278627527
ANAGLYCOLYSIS-PWY,PWY-5941,-0.4249974266057124
ANAGLYCOLYSIS-PWY,PWY-6385,0.9013516574465769
ANAGLYCOLYSIS-PWY,PWY-6700,0.9031932363916007
ARGININE-SYN4-PWY,ARO-PWY,0.8982219989237329
ARGININE-SYN4-PWY,DENOVOPURINE2-PWY,0.8999682635783293
ARGININE-SYN4-PWY,DTDPRHAMSYN-PWY,-0.17763149705545225
ARO-PWY,ASPASN-PWY,0.9022926605798622
ARO-PWY,DTDPRHAMSYN-PWY,-0.14151914354749537
ARO-PWY,PWY-841,0.9042517345972463
ASPASN-PWY,CALVIN-PWY,0.9009650481454974
ASPASN-PWY,COMPLETE-ARO-PWY,0.8989063080802218
ASPASN-PWY,DTDPRHAMSYN-PWY,-0.12621790111214615
ASPASN-PWY,PWY-841,0.9032065906141734
BRANCHED-CHAIN-AA-SYN-PWY,DTDPRHAMSYN-PWY,-0.044225755287509834
BRANCHED-CHAIN-AA-SYN-PWY,PWY-3001,0.8960442528431295
BRANCHED-CHAIN-AA-SYN-PWY,THISYNARA-PWY,0.9049780587037345
CALVIN-PWY,COMPLETE-ARO-PWY,0.9031720446780049
CALVIN-PWY,DTDPRHAMSYN-PWY,-0.10384102736408463
COA-PWY,PANTO-PWY,0.9049499752871979
COA-PWY,PANTOSYN-PWY,0.9047806020995923
COA-PWY,PWY-5154,-0.16629456146788957
COA-PWY,PWY-5941,-0.06099565302917898
COA-PWY-1,PEPTIDOGLYCANSYN-PWY,0.9011921744001375
COA-PWY-1,PWY-5154,-0.4418522451517003
COA-PWY-1,PWY-5941,-0.35202045110872454
COA-PWY-1,RIBOSYN2-PWY,0.9036478827535551
COMPLETE-ARO-PWY,DTDPRHAMSYN-PWY,-0.09311691987057762
DENOVOPURINE2-PWY,DTDPRHAMSYN-PWY,-0.2045565143703987
DENOVOPURINE2-PWY,PWY-6168,0.9028875303706797
DENOVOPURINE2-PWY,PWY-7237,0.9013217971023816
DTDPRHAMSYN-PWY,GLYCOGENSYNTH-PWY,-0.6084750081628172
DTDPRHAMSYN-PWY,HISDEG-PWY,-0.5688924700070747
DTDPRHAMSYN-PWY,NONOXIPENT-PWY,-0.8429948858440651
DTDPRHAMSYN-PWY,PENTOSE-P-PWY,-0.8516022047288299
