pathway,Taxonomy,gene
BRANCHED-CHAIN-AA-SYN-PWY,g__Anaerostipes.s__Anaerostipes_hadrus,UniRef90_A6L3E7
BRANCHED-CHAIN-AA-SYN-PWY,g__Anaerostipes.s__Anaerostipes_hadrus,UniRef90_D5EW09
BRANCHED-CHAIN-AA-SYN-PWY,g__Anaerostipes.s__Anaerostipes_hadrus,UniRef90_A5ZAM4
BRANCHED-CHAIN-AA-SYN-PWY,g__Anaerostipes.s__Anaerostipes_hadrus,UniRef90_A0A3E4SLX1
BRANCHED-CHAIN-AA-SYN-PWY,g__Anaerostipes.s__Anaerostipes_hadrus,UniRef90_A0A1Y4VD92
BRANCHED-CHAIN-AA-SYN-PWY,g__Anaerostipes.s__Anaerostipes_hadrus,UniRef90_A0A076J6G0
BRANCHED-CHAIN-AA-SYN-PWY,g__Anaerostipes.s__Anaerostipes_hadrus,UniRef90_R6XAC2
BRANCHED-CHAIN-AA-SYN-PWY,g__Anaerostipes.s__Anaerostipes_hadrus,UniRef90_Q8A608
BRANCHED-CHAIN-AA-SYN-PWY,g__Anaerostipes.s__Anaerostipes_hadrus,UniRef90_D1PBT7
BRANCHED-CHAIN-AA-SYN-PWY,g__Anaerostipes.s__Anaerostipes_hadrus,UniRef90_A0A0P0L353
BRANCHED-CHAIN-AA-SYN-PWY,g__Anaerostipes.s__Anaerostipes_hadrus,UniRef90_A0A139KPT2
BRANCHED-CHAIN-AA-SYN-PWY,g__Anaerostipes.s__Anaerostipes_hadrus,UniRef90_A0A174SKG1
BRANCHED-CHAIN-AA-SYN-PWY,g__Blautia.s__Blautia_obeum,
BRANCHED-CHAIN-AA-SYN-PWY,g__Blautia.s__Blautia_obeum,UniRef90_A6L3E7
BRANCHED-CHAIN-AA-SYN-PWY,g__Blautia.s__Blautia_obeum,UniRef90_D5EW09
BRANCHED-CHAIN-AA-SYN-PWY,g__Blautia.s__Blautia_obeum,UniRef90_A5ZAM4
BRANCHED-CHAIN-AA-SYN-PWY,g__Blautia.s__Blautia_obeum,UniRef90_A0A3E4SLX1
BRANCHED-CHAIN-AA-SYN-PWY,g__Blautia.s__Blautia_obeum,UniRef90_A0A1Y4VD92
BRANCHED-CHAIN-AA-SYN-PWY,g__Blautia.s__Blautia_obeum,UniRef90_A0A076J6G0
BRANCHED-CHAIN-AA-SYN-PWY,g__Blautia.s__Blautia_obeum,UniRef90_R6XAC2
BRANCHED-CHAIN-AA-SYN-PWY,g__Blautia.s__Blautia_obeum,UniRef90_Q8A608
BRANCHED-CHAIN-AA-SYN-PWY,g__Blautia.s__Blautia_obeum,UniRef90_D1PBT7
BRANCHED-CHAIN-AA-SYN-PWY,g__Blautia.s__Blautia_obeum,UniRef90_A0A0P0L353
BRANCHED-CHAIN-AA-SYN-PWY,g__Blautia.s__Blautia_obeum,UniRef90_A0A139KPT2
BRANCHED-CHAIN-AA-SYN-PWY,g__Blautia.s__Blautia_obeum,UniRef90_A0A174SKG1
BRANCHED-CHAIN-AA-SYN-PWY,g__Eubacterium.s__Eubacterium_hallii,
BRANCHED-CHAIN-AA-SYN-PWY,g__Eubacterium.s__Eubacterium_hallii,UniRef90_A6L3E7
BRANCHED-CHAIN-AA-SYN-PWY,g__Eubacterium.s__Eubacterium_hallii,UniRef90_D5EW09
BRANCHED-CHAIN-AA-SYN-PWY,g__Eubacterium.s__Eubacterium_hallii,UniRef90_A5ZAM4
BRANCHED-CHAIN-AA-SYN-PWY,g__Eubacterium.s__Eubacterium_hallii,UniRef90_A0A3E4SLX1
BRANCHED-CHAIN-AA-SYN-PWY,g__Eubacterium.s__Eubacterium_hallii,UniRef90_A0A1Y4VD92
BRANCHED-CHAIN-AA-SYN-PWY,g__Eubacterium.s__Eubacterium_hallii,UniRef90_A0A076J6G0
BRANCHED-CHAIN-AA-SYN-PWY,g__Eubacterium.s__Eubacterium_hallii,UniRef90_R6XAC2
BRANCHED-CHAIN-AA-SYN-PWY,g__Eubacterium.s__Eubacterium_hallii,UniRef90_Q8A608
BRANCHED-CHAIN-AA-SYN-PWY,g__Eubacterium.s__Eubacterium_hallii,UniRef90_D1PBT7
BRANCHED-CHAIN-AA-SYN-PWY,g__Eubacterium.s__Eubacterium_hallii,UniRef90_A0A0P0L353
BRANCHED-CHAIN-AA-SYN-PWY,g__Eubacterium.s__Eubacterium_hallii,UniRef90_A0A139KPT2
BRANCHED-CHAIN-AA-SYN-PWY,g__Eubacterium.s__Eubacterium_hallii,UniRef90_A0A174SKG1
BRANCHED-CHAIN-AA-SYN-PWY,g__Eubacterium.s__Eubacterium_hallii_CAG_12,
BRANCHED-CHAIN-AA-SYN-PWY,g__Eubacterium.s__Eubacterium_hallii_CAG_12,UniRef90_A6L3E7
BRANCHED-CHAIN-AA-SYN-PWY,g__Eubacterium.s__Eubacterium_hallii_CAG_12,UniRef90_D5EW09
BRANCHED-CHAIN-AA-SYN-PWY,g__Eubacterium.s__Eubacterium_hallii_CAG_12,UniRef90_A5ZAM4
BRANCHED-CHAIN-AA-SYN-PWY,g__Eubacterium.s__Eubacterium_hallii_CAG_12,UniRef90_A0A3E4SLX1
BRANCHED-CHAIN-AA-SYN-PWY,g__Eubacterium.s__Eubacterium_hallii_CAG_12,UniRef90_A0A1Y4VD92
BRANCHED-CHAIN-AA-SYN-PWY,g__Eubacterium.s__Eubacterium_hallii_CAG_12,UniRef90_A0A076J6G0
BRANCHED-CHAIN-AA-SYN-PWY,g__Eubacterium.s__Eubacterium_hallii_CAG_12,UniRef90_R6XAC2
BRANCHED-CHAIN-AA-SYN-PWY,g__Eubacterium.s__Eubacterium_hallii_CAG_12,UniRef90_Q8A608
BRANCHED-CHAIN-AA-SYN-PWY,g__Eubacterium.s__Eubacterium_hallii_CAG_12,UniRef90_D1PBT7
BRANCHED-CHAIN-AA-SYN-PWY,g__Eubacterium.s__Eubacterium_hallii_CAG_12,UniRef90_A0A0P0L353
BRANCHED-CHAIN-AA-SYN-PWY,g__Eubacterium.s__Eubacterium_hallii_CAG_12,UniRef90_A0A139KPT2
BRANCHED-CHAIN-AA-SYN-PWY,g__Eubacterium.s__Eubacterium_hallii_CAG_12,UniRef90_A0A174SKG1
BRANCHED-CHAIN-AA-SYN-PWY,g__Bacteroides.s__Bacteroides_clarus,
BRANCHED-CHAIN-AA-SYN-PWY,g__Bacteroides.s__Bacteroides_clarus,UniRef90_A6L3E7
BRANCHED-CHAIN-AA-SYN-PWY,g__Bacteroides.s__Bacteroides_clarus,UniRef90_D5EW09
BRANCHED-CHAIN-AA-SYN-PWY,g__Bacteroides.s__Bacteroides_clarus,UniRef90_A5ZAM4
BRANCHED-CHAIN-AA-SYN-PWY,g__Bacteroides.s__Bacteroides_clarus,UniRef90_A0A3E4SLX1
BRANCHED-CHAIN-AA-SYN-PWY,g__Bacteroides.s__Bacteroides_clarus,UniRef90_A0A1Y4VD92
BRANCHED-CHAIN-AA-SYN-PWY,g__Bacteroides.s__Bacteroides_clarus,UniRef90_A0A076J6G0
BRANCHED-CHAIN-AA-SYN-PWY,g__Bacteroides.s__Bacteroides_clarus,UniRef90_R6XAC2
BRANCHED-CHAIN-AA-SYN-PWY,g__Bacteroides.s__Bacteroides_clarus,UniRef90_Q8A608
BRANCHED-CHAIN-AA-SYN-PWY,g__Bacteroides.s__Bacteroides_clarus,UniRef90_D1PBT7
BRANCHED-CHAIN-AA-SYN-PWY,g__Bacteroides.s__Bacteroides_clarus,UniRef90_A0A0P0L353
BRANCHED-CHAIN-AA-SYN-PWY,g__Bacteroides.s__Bacteroides_clarus,UniRef90_A0A139KPT2
BRANCHED-CHAIN-AA-SYN-PWY,g__Bacteroides.s__Bacteroides_clarus,UniRef90_A0A174SKG1
BRANCHED-CHAIN-AA-SYN-PWY,g__Dorea.s__Dorea_longicatena_CAG_42,
BRANCHED-CHAIN-AA-SYN-PWY,g__Dorea.s__Dorea_longicatena_CAG_42,UniRef90_A6L3E7
BRANCHED-CHAIN-AA-SYN-PWY,g__Dorea.s__Dorea_longicatena_CAG_42,UniRef90_D5EW09
BRANCHED-CHAIN-AA-SYN-PWY,g__Dorea.s__Dorea_longicatena_CAG_42,UniRef90_A5ZAM4
BRANCHED-CHAIN-AA-SYN-PWY,g__Dorea.s__Dorea_longicatena_CAG_42,UniRef90_A0A3E4SLX1
BRANCHED-CHAIN-AA-SYN-PWY,g__Dorea.s__Dorea_longicatena_CAG_42,UniRef90_A0A1Y4VD92
BRANCHED-CHAIN-AA-SYN-PWY,g__Dorea.s__Dorea_longicatena_CAG_42,UniRef90_A0A076J6G0
BRANCHED-CHAIN-AA-SYN-PWY,g__Dorea.s__Dorea_longicatena_CAG_42,UniRef90_R6XAC2
BRANCHED-CHAIN-AA-SYN-PWY,g__Dorea.s__Dorea_longicatena_CAG_42,UniRef90_Q8A608
BRANCHED-CHAIN-AA-SYN-PWY,g__Dorea.s__Dorea_longicatena_CAG_42,UniRef90_D1PBT7
BRANCHED-CHAIN-AA-SYN-PWY,g__Dorea.s__Dorea_longicatena_CAG_42,UniRef90_A0A0P0L353
BRANCHED-CHAIN-AA-SYN-PWY,g__Dorea.s__Dorea_longicatena_CAG_42,UniRef90_A0A139KPT2
BRANCHED-CHAIN-AA-SYN-PWY,g__Dorea.s__Dorea_longicatena_CAG_42,UniRef90_A0A174SKG1
BRANCHED-CHAIN-AA-SYN-PWY,g__Dorea.s__Dorea_longicatena,
BRANCHED-CHAIN-AA-SYN-PWY,g__Dorea.s__Dorea_longicatena,UniRef90_A6L3E7
BRANCHED-CHAIN-AA-SYN-PWY,g__Dorea.s__Dorea_longicatena,UniRef90_D5EW09
BRANCHED-CHAIN-AA-SYN-PWY,g__Dorea.s__Dorea_longicatena,UniRef90_A5ZAM4
BRANCHED-CHAIN-AA-SYN-PWY,g__Dorea.s__Dorea_longicatena,UniRef90_A0A3E4SLX1
BRANCHED-CHAIN-AA-SYN-PWY,g__Dorea.s__Dorea_longicatena,UniRef90_A0A1Y4VD92
BRANCHED-CHAIN-AA-SYN-PWY,g__Dorea.s__Dorea_longicatena,UniRef90_A0A076J6G0
BRANCHED-CHAIN-AA-SYN-PWY,g__Dorea.s__Dorea_longicatena,UniRef90_R6XAC2
BRANCHED-CHAIN-AA-SYN-PWY,g__Dorea.s__Dorea_longicatena,UniRef90_Q8A608
BRANCHED-CHAIN-AA-SYN-PWY,g__Dorea.s__Dorea_longicatena,UniRef90_D1PBT7
BRANCHED-CHAIN-AA-SYN-PWY,g__Dorea.s__Dorea_longicatena,UniRef90_A0A0P0L353
BRANCHED-CHAIN-AA-SYN-PWY,g__Dorea.s__Dorea_longicatena,UniRef90_A0A139KPT2
BRANCHED-CHAIN-AA-SYN-PWY,g__Dorea.s__Dorea_longicatena,UniRef90_A0A174SKG1
BRANCHED-CHAIN-AA-SYN-PWY,g__Bacteroides.s__Bacteroides_eggerthii,
BRANCHED-CHAIN-AA-SYN-PWY,g__Bacteroides.s__Bacteroides_eggerthii,UniRef90_A6L3E7
BRANCHED-CHAIN-AA-SYN-PWY,g__Bacteroides.s__Bacteroides_eggerthii,UniRef90_D5EW09
BRANCHED-CHAIN-AA-SYN-PWY,g__Bacteroides.s__Bacteroides_eggerthii,UniRef90_A5ZAM4
BRANCHED-CHAIN-AA-SYN-PWY,g__Bacteroides.s__Bacteroides_eggerthii,UniRef90_A0A3E4SLX1
BRANCHED-CHAIN-AA-SYN-PWY,g__Bacteroides.s__Bacteroides_eggerthii,UniRef90_A0A1Y4VD92
BRANCHED-CHAIN-AA-SYN-PWY,g__Bacteroides.s__Bacteroides_eggerthii,UniRef90_A0A076J6G0
BRANCHED-CHAIN-AA-SYN-PWY,g__Bacteroides.s__Bacteroides_eggerthii,UniRef90_R6XAC2
BRANCHED-CHAIN-AA-SYN-PWY,g__Bacteroides.s__Bacteroides_eggerthii,UniRef90_Q8A608
BRANCHED-CHAIN-AA-SYN-PWY,g__Bacteroides.s__Bacteroides_eggerthii,UniRef90_D1PBT7
BRANCHED-CHAIN-AA-SYN-PWY,g__Bacteroides.s__Bacteroides_eggerthii,UniRef90_A0A0P0L353
BRANCHED-CHAIN-AA-SYN-PWY,g__Bacteroides.s__Bacteroides_eggerthii,UniRef90_A0A139KPT2
BRANCHED-CHAIN-AA-SYN-PWY,g__Bacteroides.s__Bacteroides_eggerthii,UniRef90_A0A174SKG1
CALVIN-PWY: Calvin-Benson-Bassham cycle,,
CALVIN-PWY,unclassified,
CALVIN-PWY,unclassified,UniRef90_A0A0P0LPD3
CALVIN-PWY,unclassified,UniRef90_A0A076J0D7
CALVIN-PWY,unclassified,UniRef90_Q5L923
CALVIN-PWY,unclassified,UniRef90_A8SSF3
CALVIN-PWY,unclassified,UniRef90_R6LH10
CALVIN-PWY,unclassified,UniRef90_A6KXL2
CALVIN-PWY,unclassified,UniRef90_D1PFW5
CALVIN-PWY,unclassified,UniRef90_I9FL95
CALVIN-PWY,unclassified,UniRef90_D1PGM2
CALVIN-PWY,unclassified,UniRef90_A0A3E4SLC9
CALVIN-PWY,unclassified,UniRef90_A0A0P0LFD2
CALVIN-PWY,unclassified,UniRef90_R5CDC3
CALVIN-PWY,g__Anaerostipes.s__Anaerostipes_hadrus,
CALVIN-PWY,g__Anaerostipes.s__Anaerostipes_hadrus,UniRef90_A0A0P0LPD3
CALVIN-PWY,g__Anaerostipes.s__Anaerostipes_hadrus,UniRef90_A0A076J0D7
CALVIN-PWY,g__Anaerostipes.s__Anaerostipes_hadrus,UniRef90_Q5L923
CALVIN-PWY,g__Anaerostipes.s__Anaerostipes_hadrus,UniRef90_A8SSF3
CALVIN-PWY,g__Anaerostipes.s__Anaerostipes_hadrus,UniRef90_R6LH10
CALVIN-PWY,g__Anaerostipes.s__Anaerostipes_hadrus,UniRef90_A6KXL2
CALVIN-PWY,g__Anaerostipes.s__Anaerostipes_hadrus,UniRef90_D1PFW5
CALVIN-PWY,g__Anaerostipes.s__Anaerostipes_hadrus,UniRef90_I9FL95
CALVIN-PWY,g__Anaerostipes.s__Anaerostipes_hadrus,UniRef90_D1PGM2
CALVIN-PWY,g__Anaerostipes.s__Anaerostipes_hadrus,UniRef90_A0A3E4SLC9
CALVIN-PWY,g__Anaerostipes.s__Anaerostipes_hadrus,UniRef90_A0A0P0LFD2
CALVIN-PWY,g__Anaerostipes.s__Anaerostipes_hadrus,UniRef90_R5CDC3
CALVIN-PWY,g__Blautia.s__Blautia_obeum,
CALVIN-PWY,g__Blautia.s__Blautia_obeum,UniRef90_A0A0P0LPD3
CALVIN-PWY,g__Blautia.s__Blautia_obeum,UniRef90_A0A076J0D7
CALVIN-PWY,g__Blautia.s__Blautia_obeum,UniRef90_Q5L923
CALVIN-PWY,g__Blautia.s__Blautia_obeum,UniRef90_A8SSF3
CALVIN-PWY,g__Blautia.s__Blautia_obeum,UniRef90_R6LH10
CALVIN-PWY,g__Blautia.s__Blautia_obeum,UniRef90_A6KXL2
CALVIN-PWY,g__Blautia.s__Blautia_obeum,UniRef90_D1PFW5
CALVIN-PWY,g__Blautia.s__Blautia_obeum,UniRef90_I9FL95
CALVIN-PWY,g__Blautia.s__Blautia_obeum,UniRef90_D1PGM2
CALVIN-PWY,g__Blautia.s__Blautia_obeum,UniRef90_A0A3E4SLC9
CALVIN-PWY,g__Blautia.s__Blautia_obeum,UniRef90_A0A0P0LFD2
CALVIN-PWY,g__Blautia.s__Blautia_obeum,UniRef90_R5CDC3
CALVIN-PWY,g__Eubacterium.s__Eubacterium_hallii,
CALVIN-PWY,g__Eubacterium.s__Eubacterium_hallii,UniRef90_A0A0P0LPD3
CALVIN-PWY,g__Eubacterium.s__Eubacterium_hallii,UniRef90_A0A076J0D7
CALVIN-PWY,g__Eubacterium.s__Eubacterium_hallii,UniRef90_Q5L923
CALVIN-PWY,g__Eubacterium.s__Eubacterium_hallii,UniRef90_A8SSF3
CALVIN-PWY,g__Eubacterium.s__Eubacterium_hallii,UniRef90_R6LH10
CALVIN-PWY,g__Eubacterium.s__Eubacterium_hallii,UniRef90_A6KXL2
CALVIN-PWY,g__Eubacterium.s__Eubacterium_hallii,UniRef90_D1PFW5
CALVIN-PWY,g__Eubacterium.s__Eubacterium_hallii,UniRef90_I9FL95
CALVIN-PWY,g__Eubacterium.s__Eubacterium_hallii,UniRef90_D1PGM2
CALVIN-PWY,g__Eubacterium.s__Eubacterium_hallii,UniRef90_A0A3E4SLC9
CALVIN-PWY,g__Eubacterium.s__Eubacterium_hallii,UniRef90_A0A0P0LFD2
CALVIN-PWY,g__Eubacterium.s__Eubacterium_hallii,UniRef90_R5CDC3
CALVIN-PWY,g__Eubacterium.s__Eubacterium_hallii_CAG_12,
CALVIN-PWY,g__Eubacterium.s__Eubacterium_hallii_CAG_12,UniRef90_A0A0P0LPD3
CALVIN-PWY,g__Eubacterium.s__Eubacterium_hallii_CAG_12,UniRef90_A0A076J0D7
CALVIN-PWY,g__Eubacterium.s__Eubacterium_hallii_CAG_12,UniRef90_Q5L923
CALVIN-PWY,g__Eubacterium.s__Eubacterium_hallii_CAG_12,UniRef90_A8SSF3
CALVIN-PWY,g__Eubacterium.s__Eubacterium_hallii_CAG_12,UniRef90_R6LH10
CALVIN-PWY,g__Eubacterium.s__Eubacterium_hallii_CAG_12,UniRef90_A6KXL2
CALVIN-PWY,g__Eubacterium.s__Eubacterium_hallii_CAG_12,UniRef90_D1PFW5
CALVIN-PWY,g__Eubacterium.s__Eubacterium_hallii_CAG_12,UniRef90_I9FL95
CALVIN-PWY,g__Eubacterium.s__Eubacterium_hallii_CAG_12,UniRef90_D1PGM2
CALVIN-PWY,g__Eubacterium.s__Eubacterium_hallii_CAG_12,UniRef90_A0A3E4SLC9
CALVIN-PWY,g__Eubacterium.s__Eubacterium_hallii_CAG_12,UniRef90_A0A0P0LFD2
CALVIN-PWY,g__Eubacterium.s__Eubacterium_hallii_CAG_12,UniRef90_R5CDC3
CENTFERM-PWY: pyruvate fermentation to butanoate,,
CITRULBIO-PWY: L-citrulline biosynthesis,,
COA-PWY: coenzyme A biosynthesis I,,
COA-PWY,g__Butyrivibrio.s__Butyrivibrio_crossotus,
COA-PWY,g__Butyrivibrio.s__Butyrivibrio_crossotus,UniRef90_A6KZR2
COA-PWY,g__Butyrivibrio.s__Butyrivibrio_crossotus_CAG_259,
COA-PWY,g__Butyrivibrio.s__Butyrivibrio_crossotus_CAG_259,UniRef90_A6KZR2
COA-PWY,g__Bacteroides.s__Bacteroides_vulgatus,
COA-PWY,g__Bacteroides.s__Bacteroides_vulgatus,UniRef90_A6KZR2
COA-PWY,g__Blautia.s__Ruminococcus_torques,
COA-PWY,g__Blautia.s__Ruminococcus_torques,UniRef90_A6KZR2
COA-PWY,g__Bacteroides.s__Bacteroides_vulgatus_CAG_6,
COA-PWY,g__Bacteroides.s__Bacteroides_vulgatus_CAG_6,UniRef90_A6KZR2
COA-PWY,unclassified,
COA-PWY,unclassified,UniRef90_A6KZR2
COA-PWY,g__Bacteroides.s__Bacteroides_uniformis_CAG_3,
COA-PWY,g__Bacteroides.s__Bacteroides_uniformis_CAG_3,UniRef90_A6KZR2
COA-PWY,g__Bacteroides.s__Bacteroides_uniformis,
COA-PWY,g__Bacteroides.s__Bacteroides_uniformis,UniRef90_A6KZR2
COA-PWY,g__Blautia.s__Blautia_obeum,
COA-PWY,g__Blautia.s__Blautia_obeum,UniRef90_A6KZR2
COA-PWY,g__Coprococcus.s__Coprococcus_comes_CAG_19,
COA-PWY,g__Coprococcus.s__Coprococcus_comes_CAG_19,UniRef90_A6KZR2
COA-PWY,g__Coprococcus.s__Coprococcus_comes,
COA-PWY,g__Coprococcus.s__Coprococcus_comes,UniRef90_A6KZR2
COA-PWY,g__Dorea.s__Dorea_longicatena_CAG_42,
COA-PWY,g__Dorea.s__Dorea_longicatena_CAG_42,UniRef90_A6KZR2
COA-PWY,g__Bacteroides.s__Bacteroides_eggerthii,
COA-PWY,g__Bacteroides.s__Bacteroides_eggerthii,UniRef90_A6KZR2
COA-PWY,g__Dorea.s__Dorea_longicatena,
COA-PWY,g__Dorea.s__Dorea_longicatena,UniRef90_A6KZR2
COA-PWY,g__Anaerostipes.s__Anaerostipes_hadrus,
COA-PWY,g__Anaerostipes.s__Anaerostipes_hadrus,UniRef90_A6KZR2
COA-PWY,g__Bacteroides.s__Bacteroides_clarus,
COA-PWY,g__Bacteroides.s__Bacteroides_clarus,UniRef90_A6KZR2
COA-PWY,g__Eubacterium.s__Eubacterium_hallii,
COA-PWY,g__Eubacterium.s__Eubacterium_hallii,UniRef90_A6KZR2
COA-PWY,g__Dialister.s__Dialister_sp_CAG_357,
COA-PWY,g__Dialister.s__Dialister_sp_CAG_357,UniRef90_A6KZR2
COA-PWY-1: coenzyme A biosynthesis II (mammalian),,
COA-PWY-1,g__Butyrivibrio.s__Butyrivibrio_crossotus,
COA-PWY-1,g__Butyrivibrio.s__Butyrivibrio_crossotus,UniRef90_A6L3F8
COA-PWY-1,g__Butyrivibrio.s__Butyrivibrio_crossotus,UniRef90_A6KZR2
COA-PWY-1,g__Butyrivibrio.s__Butyrivibrio_crossotus_CAG_259,
COA-PWY-1,g__Butyrivibrio.s__Butyrivibrio_crossotus_CAG_259,UniRef90_A6L3F8
COA-PWY-1,g__Butyrivibrio.s__Butyrivibrio_crossotus_CAG_259,UniRef90_A6KZR2
COA-PWY-1,g__Bacteroides.s__Bacteroides_vulgatus,
COA-PWY-1,g__Bacteroides.s__Bacteroides_vulgatus,UniRef90_A6L3F8
COA-PWY-1,g__Bacteroides.s__Bacteroides_vulgatus,UniRef90_A6KZR2
COA-PWY-1,g__Bacteroides.s__Bacteroides_vulgatus_CAG_6,
COA-PWY-1,g__Bacteroides.s__Bacteroides_vulgatus_CAG_6,UniRef90_A6L3F8
COA-PWY-1,g__Bacteroides.s__Bacteroides_vulgatus_CAG_6,UniRef90_A6KZR2
COA-PWY-1,unclassified,
COA-PWY-1,unclassified,UniRef90_A6L3F8
COA-PWY-1,unclassified,UniRef90_A6KZR2
COA-PWY-1,g__Bacteroides.s__Bacteroides_uniformis_CAG_3,
COA-PWY-1,g__Bacteroides.s__Bacteroides_uniformis_CAG_3,UniRef90_A6L3F8
COA-PWY-1,g__Bacteroides.s__Bacteroides_uniformis_CAG_3,UniRef90_A6KZR2
COA-PWY-1,g__Bacteroides.s__Bacteroides_uniformis,
COA-PWY-1,g__Bacteroides.s__Bacteroides_uniformis,UniRef90_A6L3F8
COA-PWY-1,g__Bacteroides.s__Bacteroides_uniformis,UniRef90_A6KZR2
COA-PWY-1,g__Anaerostipes.s__Anaerostipes_hadrus,
COA-PWY-1,g__Anaerostipes.s__Anaerostipes_hadrus,UniRef90_A6L3F8
COA-PWY-1,g__Anaerostipes.s__Anaerostipes_hadrus,UniRef90_A6KZR2
COA-PWY-1,g__Blautia.s__Blautia_obeum,
COA-PWY-1,g__Blautia.s__Blautia_obeum,UniRef90_A6L3F8
COA-PWY-1,g__Blautia.s__Blautia_obeum,UniRef90_A6KZR2
COA-PWY-1,g__Coprococcus.s__Coprococcus_comes_CAG_19,
COA-PWY-1,g__Coprococcus.s__Coprococcus_comes_CAG_19,UniRef90_A6L3F8
COA-PWY-1,g__Coprococcus.s__Coprococcus_comes_CAG_19,UniRef90_A6KZR2
COA-PWY-1,g__Eubacterium.s__Eubacterium_hallii_CAG_12,
COA-PWY-1,g__Eubacterium.s__Eubacterium_hallii_CAG_12,UniRef90_A6L3F8
COA-PWY-1,g__Eubacterium.s__Eubacterium_hallii_CAG_12,UniRef90_A6KZR2
COA-PWY-1,g__Coprococcus.s__Coprococcus_comes,
COA-PWY-1,g__Coprococcus.s__Coprococcus_comes,UniRef90_A6L3F8
COA-PWY-1,g__Coprococcus.s__Coprococcus_comes,UniRef90_A6KZR2
COA-PWY-1,g__Eubacterium.s__Eubacterium_hallii,
COA-PWY-1,g__Eubacterium.s__Eubacterium_hallii,UniRef90_A6L3F8
COA-PWY-1,g__Eubacterium.s__Eubacterium_hallii,UniRef90_A6KZR2
COA-PWY-1,g__Dorea.s__Dorea_longicatena_CAG_42,
COA-PWY-1,g__Dorea.s__Dorea_longicatena_CAG_42,UniRef90_A6L3F8
COA-PWY-1,g__Dorea.s__Dorea_longicatena_CAG_42,UniRef90_A6KZR2
COA-PWY-1,g__Bacteroides.s__Bacteroides_eggerthii,
COA-PWY-1,g__Bacteroides.s__Bacteroides_eggerthii,UniRef90_A6L3F8
COA-PWY-1,g__Bacteroides.s__Bacteroides_eggerthii,UniRef90_A6KZR2
COA-PWY-1,g__Dorea.s__Dorea_longicatena,
COA-PWY-1,g__Dorea.s__Dorea_longicatena,UniRef90_A6L3F8
COA-PWY-1,g__Dorea.s__Dorea_longicatena,UniRef90_A6KZR2
COA-PWY-1,g__Eubacterium.s__Eubacterium_sp_CAG_180,
COA-PWY-1,g__Eubacterium.s__Eubacterium_sp_CAG_180,UniRef90_A6L3F8
COA-PWY-1,g__Eubacterium.s__Eubacterium_sp_CAG_180,UniRef90_A6KZR2
COA-PWY-1,g__Dialister.s__Dialister_sp_CAG_357,
COA-PWY-1,g__Dialister.s__Dialister_sp_CAG_357,UniRef90_A6L3F8
COA-PWY-1,g__Dialister.s__Dialister_sp_CAG_357,UniRef90_A6KZR2
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I,,
COBALSYN-PWY,g__Eubacterium.s__Eubacterium_hallii_CAG_12,
COBALSYN-PWY,g__Eubacterium.s__Eubacterium_hallii_CAG_12,UniRef90_A6L518
COBALSYN-PWY,g__Dorea.s__Dorea_longicatena_CAG_42,
COBALSYN-PWY,g__Dorea.s__Dorea_longicatena_CAG_42,UniRef90_A6L518
COBALSYN-PWY,g__Dorea.s__Dorea_longicatena,
COBALSYN-PWY,g__Dorea.s__Dorea_longicatena,UniRef90_A6L518
COBALSYN-PWY,g__Eubacterium.s__Eubacterium_hallii,
COBALSYN-PWY,g__Eubacterium.s__Eubacterium_hallii,UniRef90_A6L518
COLANSYN-PWY: colanic acid building blocks biosynthesis,,
COLANSYN-PWY,unclassified,
COLANSYN-PWY,unclassified,UniRef90_R6YPH4
COLANSYN-PWY,unclassified,UniRef90_A6L7P7
COLANSYN-PWY,unclassified,UniRef90_A5ZJL8
COLANSYN-PWY,unclassified,UniRef90_Q5L9E3
COLANSYN-PWY,unclassified,UniRef90_A0A173YRZ1
COLANSYN-PWY,unclassified,UniRef90_R6B5A8
COLANSYN-PWY,unclassified,UniRef90_A0A174DTK3
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis,,
COMPLETE-ARO-PWY,g__Butyrivibrio.s__Butyrivibrio_crossotus,
COMPLETE-ARO-PWY,g__Butyrivibrio.s__Butyrivibrio_crossotus,UniRef90_R6XGP6
COMPLETE-ARO-PWY,g__Butyrivibrio.s__Butyrivibrio_crossotus,UniRef90_A0A174VZI7
COMPLETE-ARO-PWY,g__Butyrivibrio.s__Butyrivibrio_crossotus,UniRef90_A0A396AEL7
COMPLETE-ARO-PWY,g__Butyrivibrio.s__Butyrivibrio_crossotus,UniRef90_I8W962
COMPLETE-ARO-PWY,g__Butyrivibrio.s__Butyrivibrio_crossotus,UniRef90_A6L3D0
COMPLETE-ARO-PWY,g__Butyrivibrio.s__Butyrivibrio_crossotus,UniRef90_A0A0K2HJ78
COMPLETE-ARO-PWY,g__Butyrivibrio.s__Butyrivibrio_crossotus,UniRef90_A0A0K2HKI6
COMPLETE-ARO-PWY,g__Butyrivibrio.s__Butyrivibrio_crossotus,UniRef90_A6L7M8
COMPLETE-ARO-PWY,g__Butyrivibrio.s__Butyrivibrio_crossotus,UniRef90_R6XSF0
COMPLETE-ARO-PWY,g__Butyrivibrio.s__Butyrivibrio_crossotus,UniRef90_A6L011
