OTU1_clean,OTU2_clean,weight
1CMET2-PWY,ASPASN-PWY,-0.7022172712002239
1CMET2-PWY,PWY-5484,-0.6842999987690396
1CMET2-PWY,PWY-5667,0.9035634191272187
1CMET2-PWY,PWY0-1319,0.9035634191272187
ANAEROFRUCAT-PWY,ILEUSYN-PWY,-0.47019335431262
ANAEROFRUCAT-PWY,OANTIGEN-PWY,0.9007272924381372
ANAEROFRUCAT-PWY,PWY-7111,-0.47019335431262
ANAEROFRUCAT-PWY,THRESYN-PWY,0.9039167576551919
ANAGLYCOLYSIS-PWY,ILEUSYN-PWY,-0.17988635268386044
ANAGLYCOLYSIS-PWY,PWY-5695,0.9029456050740967
ANAGLYCOLYSIS-PWY,PWY-6124,0.9027518055407205
ANAGLYCOLYSIS-PWY,PWY-6892,0.8779544684482169
ANAGLYCOLYSIS-PWY,PWY-7111,-0.17988635268386044
ARGSYN-PWY,ASPASN-PWY,-0.8408320967567052
ARGSYN-PWY,PWY-5484,-0.8304242664324099
ARGSYN-PWY,PWY-5686,0.9036353503292629
ARGSYN-PWY,PWY-7221,0.9041866345928378
ARGSYN-PWY,PWY-7400,0.9035272923013571
ARGSYNBSUB-PWY,ASPASN-PWY,-0.8601595419889413
ARGSYNBSUB-PWY,PWY-5484,-0.8509131601419165
ARGSYNBSUB-PWY,PWY-6737,0.8983061339268346
ARGSYNBSUB-PWY,PWY-7219,0.90471260160629
ARO-PWY,ASPASN-PWY,-0.7800999045954073
ARO-PWY,BRANCHED-CHAIN-AA-SYN-PWY,0.904403502301886
ARO-PWY,PWY-5097,0.9032716462613157
ARO-PWY,PWY-5484,-0.7662251780410331
ASPASN-PWY,BRANCHED-CHAIN-AA-SYN-PWY,-0.7784874658740223
ASPASN-PWY,CALVIN-PWY,-0.6915360945207613
ASPASN-PWY,COA-PWY,-0.4369565181064509
ASPASN-PWY,COA-PWY-1,-0.68888593333627
ASPASN-PWY,COMPLETE-ARO-PWY,-0.7382033607420433
ASPASN-PWY,DTDPRHAMSYN-PWY,-0.5675718891112633
ASPASN-PWY,GLUTORN-PWY,-0.6922106559409897
ASPASN-PWY,GLYCOGENSYNTH-PWY,-0.6372232250441339
ASPASN-PWY,HISTSYN-PWY,-0.14159621065551978
ASPASN-PWY,ILEUSYN-PWY,-0.9051482536448665
ASPASN-PWY,NONOXIPENT-PWY,-0.25110204198493047
ASPASN-PWY,PANTO-PWY,-0.19919709993558846
ASPASN-PWY,PANTOSYN-PWY,-0.27749820794658736
ASPASN-PWY,PEPTIDOGLYCANSYN-PWY,-0.7860298763513633
ASPASN-PWY,PWY-1042,-0.8920364166655483
ASPASN-PWY,PWY-1861,0.8790262636233415
